FISHID,TOWID,PERIOD,TOWDATE,STRAT,LAT,LON,SEASON,SEX,MATURITY,LENGTH,OTO_WT,A1,A2,AGE
2564_237_4,2564_237,IBS1,05/06/05,STELL,42.90491667,-70.60481667,SPRING,M,R,50,0.5016,1.5,4.19,9
2564_243_2,2564_243,IBS1,05/02/05,STELL,42.84873333,-70.59048333,SPRING,M,U,103,0.9901,1.96,4.31,11
2564_250_2,2564_250,IBS1,05/10/05,MBAY,42.86748333,-70.27185,SPRING,F,R,83,0.7884,2.83,4.59,7
2564_250_4,2564_250,IBS1,05/10/05,MBAY,42.86748333,-70.27185,SPRING,M,R,63,0.3584,2.28,5.25,4
2564_250_5,2564_250,IBS1,05/10/05,GSC,42.86748333,-70.27185,SPRING,M,R,79,0.7448,1.6,4.44,7
2564_253_5,2564_253,IBS1,05/02/05,WGOM,42.82576667,-70.55485,SPRING,M,R,55,0.3642,1.76,4.13,4
2564_255_11,2564_255,IBS1,05/10/05,WGOM,42.74825,-70.26406667,SPRING,M,U,115,1.3732,2.11,4.95,11
2564_255_12,2564_255,IBS1,05/10/05,WGOM,42.74825,-70.26406667,SPRING,M,R,90,0.7942,3.36,5.47,6
2564_263_18,2564_263,IBS1,05/02/05,PLATTS,42.81288333,-70.55068333,SPRING,M,U,112,1.1193,1.77,4.72,10
2564_263_2,2564_263,IBS1,05/02/05,GSC,42.81288333,-70.55068333,SPRING,M,U,87,0.9013,1.86,4.48,9
2564_263_6,2564_263,IBS1,05/02/05,WGOM,42.81288333,-70.55068333,SPRING,M,R,91,0.7823,1.56,4.12,7
2564_293_2,2564_293,IBS1,04/26/05,WGOM,42.63585,-70.43708333,SPRING,M,U,55,0.3664,2.63,4.46,4
2564_294_17,2564_294,IBS1,05/10/05,STELL,42.69066667,-70.33796667,SPRING,M,U,86,0.8057,1.54,4.55,7
2564_295_22,2564_295,IBS1,05/13/05,STELL,42.6492,-70.13978333,SPRING,M,R,90,0.8141,3.51,5.47,7
2564_314_2,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,101,1.2572,1.17,3.93,11
2564_314_20,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,84,1.0205,2.17,5.03,9
2564_314_28,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,U,103,1.3354,1.92,4.35,10
2564_314_3,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,93,0.7281,1.76,4.43,8
2564_314_32,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,94,0.9677,1.35,4.46,8
2564_314_34,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,83,0.7708,4.26,5.66,6
2564_314_35,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,88,0.8509,1.6,4.05,7
2564_314_4,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,89,0.9562,1.75,3.76,9
2564_314_40,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,53,0.3994,2.03,4.65,4
2564_314_5,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,86,0.7638,1.63,4.25,8
2564_314_52,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,R,86,0.6669,1.94,5.34,6
2564_314_8,2564_314,IBS1,05/14/05,STELL,42.5093,-70.71393333,SPRING,M,U,54,0.3816,1.73,4.88,4
2564_329_1,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,91,0.8224,2.03,4.54,7
2564_329_11,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,72,0.664,2.03,4.18,7
2564_329_12,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,102,1.0337,1.85,5.21,8
2564_329_13,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,F,R,75,0.7456,1.87,4.27,7
2564_329_2,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,102,0.8953,2.05,4.59,9
2564_329_3,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,86,0.7452,2.4,4.85,7
2564_329_4,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,F,R,82,0.7074,1.59,4.43,6
2564_329_64,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,M,R,31,0.1208,1.86,4.18,3
2564_329_7,2564_329,IBS1,05/14/05,MBAY,42.41601667,-70.66255,SPRING,F,R,133,1.8081,2.01,4.08,14
2564_439_1,2564_439,IBS1,05/19/05,JEFF,43.47508333,-69.91941667,SPRING,M,R,46,0.3628,2,4.3,5
2565_138_1,2565_138,IBS1,12/31/05,MBAY,43.55771667,-69.98768333,WINTER,F,U,58,0.4081,2.86,5.47,3
2565_138_4,2565_138,IBS1,12/31/05,MBAY,43.55771667,-69.98768333,WINTER,F,U,57,0.3558,3.82,5.8,3
2565_138_5,2565_138,IBS1,12/31/05,MBAY,43.55771667,-69.98768333,WINTER,M,U,46,0.2763,2.72,4.5,3
2565_139_2,2565_139,IBS1,12/28/05,MBAY,43.55865,-69.83666667,WINTER,F,U,65,0.4341,2.17,4.69,3
2565_149_1,2565_149,IBS1,12/19/05,MBAY,43.4925,-70.10691667,WINTER,F,R,70,0.5982,3.63,4.9,5
2565_165_1,2565_165,IBS1,12/21/05,STELL,43.4295,-68.918,WINTER,M,R,45,0.1781,3.25,5.34,2
2565_199_23,2565_199,IBS1,11/26/05,CASHES,43.20346667,-70.00086667,WINTER,M,R,76,0.8672,3.57,5.38,8
2565_207_5,2565_207,IBS1,12/29/05,WME,43.15823333,-69.66726667,WINTER,F,R,42,0.2108,2.73,4.74,2
2565_226_4,2565_226,IBS1,12/29/05,WGOM,43.07975,-69.65411667,WINTER,M,U,43,0.2412,2.98,4.75,2
2565_243_5,2565_243,IBS1,11/21/05,JEFF,42.85034167,-70.58015,WINTER,F,U,75,0.671,3.09,4.94,6
2565_244_1,2565_244,IBS1,11/21/05,JEFF,42.87396667,-70.60116667,WINTER,F,R,41,0.213,3.11,5.27,2
2565_244_3,2565_244,IBS1,11/21/05,JEFF,42.87396667,-70.60116667,WINTER,F,U,80,0.8091,3.33,4.79,6
2565_255_2,2565_255,IBS1,11/28/05,JEFF,42.86445,-70.30816667,WINTER,M,R,80,0.5775,3.42,5.01,6
2565_262_23,2565_262,IBS1,12/05/05,IBAY,42.80098333,-70.32985,WINTER,M,R,40,0.1791,2.07,4.5,2
2565_262_36,2565_262,IBS1,12/05/05,JEFF,42.80098333,-70.32985,WINTER,M,R,46,0.2424,3.41,5.05,2
2565_262_40,2565_262,IBS1,12/05/05,JEFF,42.80098333,-70.32985,WINTER,F,R,62,0.3616,3.42,5.75,2
2565_262_44,2565_262,IBS1,12/05/05,JEFF,42.80098333,-70.32985,WINTER,F,U,47,0.2341,2.72,4.95,2
2565_285_4,2565_285,IBS1,12/01/05,JEFF,42.75501667,-70.52871667,WINTER,M,R,63,0.4113,3.11,5.79,3
2565_291_1,2565_291,IBS1,11/20/05,MBAY,42.73998333,-70.66023333,WINTER,M,R,42,0.1958,2.81,4.58,2
2565_291_2,2565_291,IBS1,11/20/05,MBAY,42.73998333,-70.66023333,WINTER,F,R,48,0.3083,2.77,4.5,3
2565_293_22,2565_293,IBS1,12/01/05,WGOM,42.66516667,-70.42635,WINTER,M,R,70,0.4908,3.06,5.46,4
2565_293_38,2565_293,IBS1,12/01/05,JEFF,42.66516667,-70.42635,WINTER,M,R,44,0.2273,2.53,4.91,2
2565_301_8,2565_301,IBS1,12/01/05,WGOM,42.63378333,-70.43638333,WINTER,M,R,48,0.3105,3.42,5.01,3
2565_330_16,2565_330,IBS1,12/08/05,MBAY,42.42278333,-70.47788333,WINTER,M,R,57,0.3727,3.27,5.2,3
2565_340_2,2565_340,IBS1,12/08/05,MBAY,42.37295,-70.34978333,WINTER,M,R,53,0.3236,3.45,5.04,3
2565_355_2,2565_355,IBS1,11/28/05,IBAY,42.22658333,-70.12548333,WINTER,M,R,52,0.2164,1.32,2.87,3
2565_367_1,2565_367,IBS1,12/28/05,EME,42.10416667,-70.50705,WINTER,F,R,75,0.6597,2.7,4.77,4
2565_367_28,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,85,0.7654,3.48,5.02,6
2565_367_30,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,72,0.5589,2.56,4.32,6
2565_367_62,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,95,0.9693,3.7,5.57,6
2565_367_73,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,87,0.8718,2.5,4.46,6
2565_367_76,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,54,0.2769,2.66,5.18,2
2565_367_92,2565_367,IBS1,12/28/05,MBAY,42.10416667,-70.50705,WINTER,F,R,91,0.8643,2.7,5,7
2565_369_1,2565_369,IBS1,11/19/05,JEFF,42.13051667,-70.47885,WINTER,F,R,88,1.0352,3.13,5.4,7
2565_372_23,2565_372,IBS1,11/21/05,IBAY,42.11373333,-70.55191667,WINTER,M,R,79,0.6527,2.76,4.67,6
2565_376_14,2565_376,IBS1,12/05/05,WGOM,42.07651667,-70.53143333,WINTER,M,R,71,0.6285,3.33,5.35,6
2565_376_18,2565_376,IBS1,12/05/05,WGOM,42.07651667,-70.53143333,WINTER,F,U,79,0.6532,3.09,5.05,5
2565_376_30,2565_376,IBS1,12/05/05,MBAY,42.07651667,-70.53143333,WINTER,M,R,76,0.5374,2.68,4.63,4
2565_376_51,2565_376,IBS1,12/05/05,MBAY,42.07651667,-70.53143333,WINTER,F,R,88,0.7462,2.12,4.13,7
2565_387_6,2565_387,IBS1,12/11/05,MBAY,41.9317,-70.42486667,WINTER,M,R,34,0.1491,2.4,4.45,2
2565_424_1,2565_424,IBS1,12/22/05,WME,43.55686667,-68.58748333,WINTER,F,R,43,0.1459,2.73,4.82,2
2565_439_1,2565_439,IBS1,12/31/05,IBAY,43.4794,-69.93825,WINTER,F,R,42,0.2109,2.32,4.61,2
2565_445_1,2565_445,IBS1,12/28/05,MBAY,43.57791667,-69.6216,WINTER,M,U,42,0.2034,2.21,4.36,2
2565_83_1,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,M,U,49,0.3478,2.88,4.93,3
2565_83_2,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,M,U,51,0.251,3.27,5.4,2
2565_83_3,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,M,U,55,0.3591,3.03,4.52,3
2565_83_4,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,M,U,62,0.4473,3.38,5.47,3
2565_83_5,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,M,U,50,0.3356,2.96,4.56,3
2565_83_6,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,F,U,60,0.438,3.81,5.46,3
2565_83_7,2565_83,IBS1,12/27/05,MBAY,43.82235,-69.4882,WINTER,F,U,85,0.6315,3.38,4.79,5
2664_148_1,2664_148,IBS1,05/25/06,IBAY,43.51121667,-70.03321667,SPRING,M,U,65,0.4508,1.52,4.15,4
2664_152_1,2664_152,IBS1,05/25/06,IBAY,43.5235,-69.9987,SPRING,M,U,35,0.1479,2.68,5.39,2
2664_156_1,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,56,0.4805,1.98,4.19,5
2664_156_10,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,50,0.4259,2.1,4.1,5
2664_156_2,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,95,0.9303,2.16,4.01,9
2664_156_3,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,69,0.4962,2.48,4.47,5
2664_156_4,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,67,0.5864,2.25,4.68,5
2664_156_5,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,51,0.3274,1.66,3.72,5
2664_156_6,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,61,0.4926,1.97,3.38,5
2664_156_7,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,60,0.46,2.12,3.91,5
2664_156_8,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,36,0.2199,2.24,4.22,3
2664_156_9,2664_156,IBS1,05/25/06,IBAY,42.44166667,-70.1915,SPRING,M,U,56,0.3998,1.98,4.03,5
2664_168_10,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,28,0.1067,2.43,4.77,2
2664_168_2,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,64,0.5031,1.73,4.87,5
2664_168_3,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,75,0.679,2.15,4.64,7
2664_168_4,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,52,0.4294,1.59,4.31,5
2664_168_5,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,F,U,74,0.5486,2.01,4.43,5
2664_168_6,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,44,0.2706,2.54,4.92,3
2664_168_7,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,73,0.6095,1.97,4.88,5
2664_168_9,2664_168,IBS1,05/25/06,MBAY,42.4179,-70.20378333,SPRING,M,U,45,0.256,1.32,3.92,5
2664_191_19,2664_191,IBS1,05/25/06,IBAY,43.33533333,-70.158,SPRING,M,U,69,0.5245,1.63,4.76,5
2664_191_3,2664_191,IBS1,05/25/06,IBAY,43.33533333,-70.158,SPRING,M,U,75,0.6408,1.22,2.74,6
2664_191_6,2664_191,IBS1,05/25/06,IBAY,43.33533333,-70.158,SPRING,M,R,45,0.2762,1.32,3.53,4
2664_202_1,2664_202,IBS1,05/25/06,MBAY,43.22481667,-70.25196667,SPRING,M,R,62,0.5153,2.19,4.5,5
2664_202_3,2664_202,IBS1,05/25/06,MBAY,43.22481667,-70.25196667,SPRING,M,U,120,1.5557,2.07,4.59,13
2664_202_6,2664_202,IBS1,05/25/06,MBAY,43.22481667,-70.25196667,SPRING,M,R,66,0.4326,1.89,3.61,5
2664_210_4,2664_210,IBS1,05/18/06,MBAY,43.18065,-70.21948333,SPRING,M,R,64,0.5563,1.65,3.46,5
2664_214_30,2664_214,IBS1,05/18/06,WGOM,43.10938333,-70.369,SPRING,M,U,51,0.4892,1.97,4.26,5
2664_230_11,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,U,40,0.3243,1.97,3.68,5
2664_230_14,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,U,68,0.5251,1.78,4.06,5
2664_230_22,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,R,60,0.5078,1.88,4.4,5
2664_230_23,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,R,44,0.2209,1.87,4.05,3
2664_230_4,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,R,85,0.9107,1.65,4.22,7
2664_230_5,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,R,65,0.5325,1.72,4.34,5
2664_230_59,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,R,87,0.717,1.77,3.99,8
2664_230_6,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,M,U,56,0.4224,1.74,4.42,5
2664_230_9,2664_230,IBS1,05/24/06,MBAY,42.91286667,-70.66301667,SPRING,F,U,51,0.4976,2.18,4.09,8
2664_231_13,2664_231,IBS1,05/19/06,MBAY,42.90928333,-70.60198333,SPRING,F,R,128,1.9035,2.25,4.63,11
2664_231_15,2664_231,IBS1,05/19/06,MBAY,42.90928333,-70.60198333,SPRING,F,U,123,1.1931,1.13,2.29,12
2664_231_17,2664_231,IBS1,05/19/06,MBAY,42.90928333,-70.60198333,SPRING,M,R,99,1.1421,1.66,4.13,9
2664_231_2,2664_231,IBS1,05/19/06,MBAY,42.90928333,-70.60198333,SPRING,F,R,132,1.314,2.1,4.36,12
2664_231_88,2664_231,IBS1,05/19/06,MBAY,42.90928333,-70.60198333,SPRING,M,U,57,0.4353,1.79,4.32,5
2664_244_13,2664_244,IBS1,05/16/06,MBAY,42.8605,-70.6023,SPRING,M,U,40,0.2432,1.93,4.04,4
2664_244_4,2664_244,IBS1,05/16/06,MBAY,42.8605,-70.6023,SPRING,M,R,61,0.4664,1.52,3.51,5
2664_244_5,2664_244,IBS1,05/16/06,MBAY,42.8605,-70.6023,SPRING,M,U,68,0.4837,1.77,3.92,5
2664_244_7,2664_244,IBS1,05/16/06,MBAY,42.8605,-70.6023,SPRING,M,R,36,0.1511,2.37,4.5,3
2664_244_8,2664_244,IBS1,05/16/06,MBAY,42.8605,-70.6023,SPRING,M,R,50,0.3771,2.26,4.22,5
2664_252_17,2664_252,IBS1,05/16/06,MBAY,42.83528333,-70.65508333,SPRING,M,U,67,0.4872,1.57,4.31,4
2664_252_2,2664_252,IBS1,05/16/06,MBAY,42.83528333,-70.65508333,SPRING,M,U,58,0.4464,1.61,3.81,5
2664_252_3,2664_252,IBS1,05/16/06,MBAY,42.83528333,-70.65508333,SPRING,M,U,31,0.1608,1.38,3.61,3
2664_252_4,2664_252,IBS1,05/16/06,MBAY,42.83528333,-70.65508333,SPRING,M,U,51,0.394,1.93,3.9,5
2664_252_8,2664_252,IBS1,05/16/06,MBAY,42.83528333,-70.65508333,SPRING,M,U,37,0.1908,1.34,4.11,3
2664_269_11,2664_269,IBS1,05/21/06,WGOM,42.75881667,-70.52961667,SPRING,M,R,53,0.3511,2.54,4.63,4
2664_269_24,2664_269,IBS1,05/21/06,JEFF,42.75881667,-70.52961667,SPRING,M,R,55,0.321,3.24,5.49,3
